index,fixed acidity,volatile acidity,citric acid,total sulfur dioxide,pH,sulphates,alcohol,quality
435,6.9,0.2,0.37,97.0,3.38,0.49,12.2,7
436,6.1,0.28,0.32,218.5,3.27,0.6,9.8,5
437,6.6,0.16,0.32,186.0,3.35,0.64,12.4,8
438,7.4,0.155,0.34,214.0,3.18,0.61,9.9,7
439,6.2,0.35,0.04,108.0,3.26,0.54,9.2,5
440,6.7,0.22,0.37,102.0,,0.59,11.6,7
441,6.1,0.38,0.2,137.0,3.3,0.69,10.4,6
442,6.0,0.25,0.28,126.0,3.43,0.65,12.9,8
443,6.6,0.52,0.44,245.0,3.26,0.54,9.3,6
444,6.9,0.24,0.36,139.0,3.2,0.33,11.0,6
445,7.1,0.32,0.32,66.0,3.24,0.4,11.5,3
446,5.8,0.28,0.27,156.0,3.53,0.42,12.4,5
447,6.5,0.41,0.24,113.0,3.44,0.53,9.8,6
448,6.5,0.41,0.24,113.0,3.44,0.53,9.8,6
449,6.4,0.28,0.29,127.0,3.48,0.56,10.5,7
450,7.2,0.6,0.2,174.0,3.03,0.54,9.1,5
451,6.1,0.2,0.25,128.0,3.24,0.44,10.1,5
452,5.9,0.46,0.14,160.0,3.46,0.51,10.6,7
453,6.0,0.27,0.27,113.0,3.41,0.51,10.5,7
454,6.4,0.28,0.29,127.0,3.48,0.56,10.5,7
455,6.4,0.41,0.24,113.0,3.44,0.53,9.8,6
456,6.3,0.23,0.31,82.0,3.3,0.4,12.9,7
457,7.1,0.21,0.27,111.0,2.95,0.52,9.5,5
458,6.0,0.37,0.32,218.5,3.29,0.72,9.8,6
459,6.1,0.43,0.35,249.0,3.37,0.5,8.5,5
460,7.1,0.21,0.27,111.0,2.95,0.52,9.5,5
461,7.0,0.25,0.29,171.0,3.22,0.45,9.3,5
462,5.9,0.25,0.19,162.0,3.35,0.38,9.5,5
463,6.8,0.32,0.21,68.0,3.17,0.39,9.4,6
464,7.2,0.39,0.62,178.0,3.16,0.5,8.7,5
465,6.3,0.21,0.58,126.0,2.95,0.46,8.9,5
466,7.0,0.14,0.32,141.0,3.22,0.43,9.4,6
467,6.8,0.32,0.21,68.0,3.17,0.39,9.4,6
468,7.2,0.39,0.62,178.0,3.16,0.5,8.7,5
469,7.2,0.29,0.53,182.0,3.09,0.52,9.6,5
470,8.6,0.37,0.7,158.0,3.0,0.73,9.3,6
471,6.5,0.38,0.34,200.0,3.14,0.76,10.0,5
472,6.6,0.24,0.29,86.0,3.25,0.45,12.5,6
473,7.0,0.17,0.31,132.0,3.36,0.48,9.6,7
474,5.5,0.16,0.22,102.0,3.24,0.36,9.4,6
475,7.0,0.24,0.51,227.0,3.03,0.61,9.5,5
476,7.4,0.28,0.36,105.0,2.99,0.39,12.4,7
477,7.0,0.22,0.28,115.0,3.11,0.55,10.5,6
478,7.1,0.55,0.13,165.0,2.97,0.58,9.2,6
479,6.3,0.22,0.33,164.0,3.32,0.56,10.4,6
480,6.7,0.47,0.34,172.0,3.22,0.6,9.2,5
481,5.9,0.36,0.41,104.0,3.33,0.51,10.6,6
482,5.8,0.25,0.24,137.0,3.34,0.42,9.5,5
483,6.7,0.47,0.34,172.0,3.22,0.6,9.2,5
484,6.2,0.37,0.3,200.0,3.29,0.58,9.6,5
485,6.2,0.18,0.38,117.0,3.47,0.54,9.7,6
486,6.0,0.16,0.37,117.0,3.46,0.51,9.7,6
487,6.6,0.34,0.28,90.0,3.1,0.42,10.7,6
488,7.4,0.29,0.29,180.0,3.34,0.68,10.5,6
489,7.4,0.26,0.31,177.0,3.13,0.45,8.9,6
490,7.0,0.28,0.36,70.0,3.09,0.46,12.1,6
491,7.1,0.23,0.39,65.0,3.25,0.4,12.7,7
492,7.8,0.19,0.26,182.0,3.18,0.46,9.9,6
493,6.3,0.19,0.28,158.0,3.2,0.64,11.4,6
494,6.8,0.2,0.38,103.0,3.37,0.58,10.7,6
495,5.7,0.44,0.13,173.0,3.33,0.48,12.5,6
496,7.2,0.4,0.62,189.0,3.08,0.49,8.6,4
497,6.8,0.23,0.32,147.0,3.29,0.54,12.5,6
498,5.7,0.335,0.34,174.0,3.27,0.66,10.0,5
499,7.2,0.4,0.62,189.0,3.08,0.49,8.6,4
500,7.2,0.28,0.54,200.0,3.08,0.49,9.5,6
501,6.8,0.19,0.58,164.0,3.12,0.48,9.6,6
502,6.4,0.3,0.3,210.0,3.2,0.62,9.9,6
503,6.5,0.3,0.29,210.0,3.19,0.62,9.9,5
504,7.8,0.18,0.31,140.0,3.06,0.53,8.9,6
505,7.8,0.18,0.31,140.0,3.06,0.53,8.9,6
506,7.3,0.51,0.26,135.0,3.01,0.52,8.8,5
507,6.0,0.24,0.27,170.0,3.64,0.54,10.0,7
508,5.9,0.62,0.28,152.0,3.44,0.44,12.0,6
509,6.0,0.24,0.27,170.0,3.64,0.54,10.0,7
510,6.7,0.27,0.12,138.0,3.21,0.42,10.0,6
511,7.8,0.34,0.35,167.0,3.11,0.41,12.1,6
512,7.3,0.26,0.36,141.0,3.16,0.59,11.0,6
513,7.4,0.36,0.33,55.0,3.21,0.33,11.2,6
514,7.8,0.28,0.32,115.0,3.17,0.39,10.3,7
515,6.1,0.31,0.26,167.0,3.37,0.47,10.4,6
516,6.8,0.18,0.37,154.0,3.08,0.45,9.1,5
517,7.4,0.15,0.42,154.0,3.0,0.6,10.4,6
518,,0.13,0.28,78.0,3.43,0.64,10.8,6
519,7.2,0.34,0.34,41.0,3.19,0.4,11.7,5
520,7.9,0.19,0.26,143.0,3.05,0.74,9.8,5
521,7.9,,0.26,143.0,3.05,0.74,9.8,5
522,6.9,0.25,0.4,101.0,3.03,0.39,11.4,6
523,5.8,0.36,0.32,96.0,3.03,0.38,11.2,6
524,5.6,0.35,0.37,72.0,3.37,0.34,11.4,5
525,5.9,0.32,0.39,140.0,3.09,0.45,9.2,6
526,7.2,0.31,0.46,29.0,3.04,0.53,12.5,4
527,6.1,0.28,0.22,116.0,3.36,0.44,12.6,6
528,5.2,0.36,0.02,104.0,3.44,0.35,12.2,6
529,5.6,0.19,0.47,112.0,3.56,0.45,11.2,6
530,6.4,0.1,0.35,103.0,3.43,0.79,9.7,6
531,6.4,0.18,0.48,150.0,3.06,0.4,9.3,5
532,7.4,0.25,0.36,178.0,3.01,0.48,9.0,6
533,7.4,0.25,0.36,178.0,3.01,0.48,9.0,6
534,7.4,0.25,0.36,178.0,3.01,0.48,9.0,6
535,7.9,0.345,0.51,171.0,3.09,0.51,9.1,5
536,7.9,0.345,0.51,171.0,3.09,0.51,9.1,5
537,7.4,0.25,0.36,178.0,3.01,0.48,9.0,6
538,6.1,0.24,0.3,61.0,3.31,0.54,10.4,5
539,6.8,0.25,0.24,211.0,3.37,0.67,9.5,6
540,6.7,0.31,0.31,175.0,3.46,0.55,11.4,4
541,7.2,0.46,0.65,192.0,3.16,0.42,8.7,5
542,5.5,0.35,0.35,167.0,3.34,0.68,9.9,6
543,6.7,0.24,0.41,148.0,3.22,0.62,9.9,6
544,6.8,0.28,0.17,162.0,3.21,0.51,9.0,6
545,6.4,0.16,0.22,149.0,3.49,0.58,10.0,6
546,6.3,0.26,0.24,172.0,3.49,0.64,9.7,6
547,7.7,0.22,0.42,87.0,3.3,0.49,11.8,6
548,6.5,0.18,0.31,127.0,3.49,0.5,10.2,7
549,7.2,0.46,0.65,192.0,3.16,0.42,8.7,5
550,7.0,0.3,0.51,168.0,3.07,0.52,9.6,7
551,9.2,0.25,0.34,93.0,2.93,0.37,11.3,7
552,7.8,0.28,0.34,118.0,3.0,0.38,12.1,7
553,7.0,0.3,0.51,168.0,3.07,0.52,9.6,7
554,7.8,0.28,0.34,118.0,3.0,0.38,12.1,7
555,9.2,0.25,0.34,93.0,2.93,0.37,11.3,7
556,8.4,0.35,0.71,160.0,2.98,0.65,9.4,5
557,6.1,0.41,0.24,137.0,3.32,0.5,10.4,6
558,5.9,0.21,0.24,165.0,3.25,0.39,9.5,5
559,7.2,0.34,0.44,144.0,3.01,0.76,12.3,6
560,6.7,0.21,0.42,150.0,3.12,0.74,9.9,7
561,5.9,0.37,0.1,128.0,3.24,0.48,10.1,5
562,7.7,0.34,0.27,184.0,3.09,0.63,9.2,6
563,7.4,0.3,0.22,135.0,3.08,0.77,10.4,7
564,6.8,0.51,0.3,165.0,3.2,0.42,9.1,5
565,7.8,0.22,0.38,99.0,3.12,0.47,10.0,6
566,7.2,0.35,0.34,37.0,3.13,0.39,11.5,6
567,6.0,0.26,0.5,153.0,3.08,0.61,9.8,5
568,6.1,0.26,0.51,154.0,3.08,0.6,9.8,6
569,6.5,0.28,0.27,179.0,3.19,0.69,9.4,6
570,7.4,0.41,0.66,194.0,3.05,0.46,8.7,5
571,6.5,0.28,0.29,107.0,3.32,0.41,11.6,7
572,6.7,0.34,0.54,181.0,3.04,0.56,8.8,5
573,7.2,0.2,0.34,151.0,3.16,0.39,12.7,7
574,7.4,0.2,0.33,138.0,3.17,0.44,11.7,7
575,8.2,0.22,0.3,185.0,3.13,0.5,10.2,6
576,8.2,0.23,0.29,187.0,3.13,0.5,10.2,6
577,7.1,0.22,0.33,153.0,3.15,0.38,12.7,7
578,6.5,0.28,0.29,107.0,3.32,0.41,11.6,7
579,6.0,0.38,0.26,134.0,3.38,0.38,12.3,7
580,7.4,0.41,0.66,194.0,3.05,0.46,8.7,5
581,5.7,0.18,0.22,111.0,3.35,0.39,9.4,5
582,7.3,0.3,0.22,168.0,3.13,0.35,10.1,6
583,7.4,0.24,0.22,81.0,2.86,0.36,9.7,6
584,6.6,0.25,0.3,134.0,3.42,0.51,10.1,7
585,7.4,0.24,0.22,81.0,2.86,0.36,9.7,6
586,7.4,0.26,0.3,157.0,3.13,0.48,8.9,6
587,6.1,0.32,0.25,136.0,,0.5,10.8,7
588,6.9,0.28,0.27,121.0,3.42,0.49,10.8,7
589,7.0,0.23,0.33,136.0,3.19,0.58,9.5,6
590,7.1,0.31,0.5,148.0,2.94,0.44,9.1,5
591,7.3,0.2,0.37,119.0,3.32,0.49,10.9,6
592,6.9,0.41,0.33,152.0,3.2,0.52,9.4,5
593,6.4,0.45,0.07,131.0,2.97,0.28,10.8,5
594,6.4,0.475,0.06,131.0,2.97,0.29,10.8,5
595,6.3,0.27,0.38,140.0,3.45,0.5,10.5,7
596,6.9,0.41,0.33,152.0,3.2,0.52,9.4,5
597,7.0,0.29,0.37,127.0,3.17,0.44,10.8,6
598,5.9,0.27,0.29,115.0,3.35,0.48,10.5,8
599,6.9,0.19,0.4,55.0,3.08,0.68,11.5,7
600,6.7,0.3,0.35,160.0,3.11,0.54,9.4,6
601,7.2,0.24,0.4,106.0,2.88,0.38,10.8,6
602,6.4,0.45,0.07,131.0,2.97,0.28,10.8,5
603,6.4,0.475,0.06,131.0,2.97,0.29,10.8,5
604,6.3,0.26,0.49,134.0,2.99,0.61,9.8,6
605,6.3,0.26,0.49,134.0,2.99,0.61,9.8,6
606,7.3,0.25,0.29,158.0,3.43,0.38,9.6,5
607,7.3,0.25,0.29,158.0,3.43,0.38,9.6,5
608,6.1,0.28,0.25,161.0,3.34,0.48,9.5,5
609,7.4,0.37,0.35,94.0,3.48,0.69,10.7,6
610,6.5,0.36,0.28,119.0,3.25,0.65,12.4,8
611,7.4,0.24,0.4,95.0,3.09,0.39,11.1,6
612,7.5,0.23,0.68,133.0,2.99,0.38,8.8,5
613,7.5,0.21,0.68,133.0,3.0,0.36,8.7,5
614,7.5,0.21,0.68,133.0,3.0,0.36,8.7,5
615,7.5,0.23,0.68,133.0,2.99,0.38,8.8,5
616,7.8,0.32,0.33,101.0,3.21,0.65,11.7,7
617,7.8,0.26,0.27,195.0,3.23,0.5,10.9,6
618,7.7,0.24,0.27,190.0,3.23,0.5,10.8,6
619,7.4,0.19,0.3,135.0,3.12,0.5,9.6,6
620,6.5,0.46,0.41,222.0,3.18,0.58,9.0,5
621,6.5,,0.43,171.0,2.85,0.5,9.0,5
622,5.3,0.32,0.12,141.0,3.36,0.6,10.4,6
623,7.2,0.24,0.34,64.0,3.23,0.51,11.4,5
624,6.0,0.36,0.06,128.0,3.26,0.55,9.3,5
625,6.2,0.24,0.29,130.0,3.33,0.46,11.0,8
626,7.6,0.56,0.12,177.0,3.32,0.45,9.1,4
627,7.0,0.32,0.24,228.0,3.23,0.62,9.4,6
628,7.0,0.32,0.24,228.0,3.23,0.62,9.4,6
629,5.8,0.31,0.33,99.0,3.18,0.6,10.5,6
630,7.0,0.23,0.42,144.0,3.22,0.42,8.8,5
631,7.0,0.23,0.42,144.0,3.22,0.42,8.8,5
632,6.9,0.24,0.33,131.0,3.26,0.64,10.7,6
633,6.0,0.29,0.2,187.0,3.33,0.42,9.5,5
634,6.1,0.17,0.28,150.0,3.43,0.49,10.9,6
635,5.9,0.14,0.25,140.0,3.49,0.51,10.8,6
636,6.2,0.17,0.28,133.0,3.41,0.46,10.8,7
637,7.4,0.28,0.25,148.0,3.1,0.62,9.2,5
638,5.6,0.35,0.14,198.0,3.3,0.71,10.3,5
639,5.8,0.335,0.14,197.0,3.3,0.71,10.3,5
640,5.6,0.235,0.29,127.0,3.34,0.5,11.0,7
641,6.1,0.28,0.25,189.0,3.25,0.43,9.0,4
642,6.3,0.21,0.33,179.0,3.36,0.5,10.4,6
643,6.4,0.24,0.28,163.0,3.31,0.45,9.5,5
644,6.4,0.24,0.29,166.0,3.31,0.45,9.5,5
645,6.3,0.26,0.25,166.0,3.24,0.41,9.0,5
646,6.5,0.33,0.72,151.0,3.09,0.57,9.5,4
647,7.4,0.105,0.34,146.0,3.16,0.37,9.0,6
648,6.0,0.32,0.12,190.0,3.16,0.72,10.0,5
649,7.1,0.26,0.34,189.0,3.07,0.53,9.1,7
650,7.1,0.26,0.34,189.0,3.07,0.53,9.1,7
651,7.1,0.26,0.34,189.0,3.07,0.53,9.1,7
652,7.1,0.26,0.34,189.0,3.07,0.53,9.1,7
653,5.9,0.24,0.26,134.0,3.34,0.45,9.5,6
654,6.5,0.21,0.37,138.0,3.33,0.75,11.4,7
655,7.7,0.27,0.35,117.0,3.11,0.42,12.2,6
656,9.0,0.27,0.35,95.0,3.04,0.4,11.3,6
657,7.3,0.34,0.21,136.0,3.25,0.44,10.2,5
658,6.6,0.27,0.25,188.0,3.24,0.4,11.3,5
659,6.8,0.29,0.16,234.5,3.15,0.47,10.0,4
660,7.1,0.28,0.26,86.0,3.15,0.38,9.4,5
661,6.8,0.25,0.34,133.0,3.37,0.5,12.2,7
662,7.0,0.57,0.1,188.0,3.4,0.47,9.2,4
663,7.1,0.28,0.26,86.0,3.15,0.38,9.4,5
664,7.1,0.17,0.38,182.0,3.35,0.52,9.6,6
665,7.8,0.28,0.22,130.0,3.28,0.48,9.5,5
666,6.8,0.22,0.37,195.0,3.35,0.72,12.5,6
667,7.1,0.17,0.38,182.0,3.35,0.52,9.6,6
668,6.1,0.14,0.25,173.0,3.35,0.46,10.0,6
669,6.4,0.24,0.5,211.0,3.18,0.57,9.3,5
670,7.8,0.42,0.26,199.0,3.14,0.55,9.3,6
671,6.6,0.28,0.36,101.0,3.29,0.57,11.6,6
672,7.1,0.32,0.34,150.0,3.38,0.5,12.5,8
673,6.7,0.31,0.3,130.0,3.36,0.63,10.6,6
674,6.4,0.32,0.5,206.0,3.08,0.6,9.4,5
675,6.1,0.28,0.25,201.0,3.19,0.4,9.1,6
676,5.9,0.29,0.25,224.0,3.23,0.41,9.0,6
677,5.8,0.32,0.38,94.0,3.42,0.42,11.8,7
678,5.8,0.32,0.38,94.0,3.42,0.42,11.8,7
679,5.7,0.32,0.38,94.0,3.42,0.42,11.8,7
680,6.7,0.28,0.14,159.0,3.17,0.39,10.0,5
681,6.8,0.34,0.69,171.0,3.06,0.47,9.7,5
682,5.9,0.25,0.25,165.0,3.24,0.44,9.5,6
683,6.4,0.27,0.32,174.0,3.12,0.48,9.4,5
684,8.1,0.46,0.31,183.0,3.03,0.42,11.2,5
685,6.2,0.36,0.26,201.0,3.25,0.46,9.0,5
686,6.8,0.22,0.35,114.0,3.3,0.53,10.7,7
687,6.8,0.67,0.3,193.0,3.08,0.67,9.0,4
688,7.2,0.28,0.3,222.0,3.14,0.5,9.1,6
689,6.7,0.17,0.37,125.0,3.26,0.6,10.8,7
690,6.9,0.2,0.34,136.0,3.31,0.6,10.1,4
691,6.1,0.36,0.16,198.0,3.17,0.62,9.9,6
692,6.0,0.36,0.16,191.0,3.17,0.62,9.8,5
693,5.9,0.37,0.14,185.0,3.17,0.63,9.8,5
694,7.6,0.29,0.58,225.0,3.16,0.66,9.5,6
695,6.3,0.34,0.28,198.0,3.23,0.46,9.5,5
696,6.7,0.19,0.34,94.0,3.23,0.57,11.1,6
697,7.5,0.31,0.51,204.0,,0.6,9.5,5
698,7.5,0.31,0.51,204.0,3.06,0.6,9.5,5
699,7.4,0.31,0.48,204.0,3.06,0.59,9.4,5
700,8.4,0.4,0.7,197.0,3.06,0.64,9.7,5
701,5.9,0.34,0.22,135.0,3.41,0.78,13.9,7
702,6.6,0.38,0.18,84.0,3.22,0.45,10.1,4
703,6.4,0.33,0.28,110.0,3.12,0.42,10.5,6
704,5.6,0.25,0.26,115.0,3.42,0.5,12.6,6
705,8.6,0.27,0.46,41.0,2.89,0.34,10.9,5
706,6.2,0.31,0.21,218.0,3.15,0.6,10.0,5
707,7.2,0.18,0.45,166.0,3.13,0.62,11.2,6
708,7.7,0.2,0.44,130.0,3.11,0.48,10.0,6
709,6.2,0.47,0.21,98.0,3.14,0.46,9.2,5
710,6.1,0.25,0.24,172.0,3.35,0.45,9.5,5
711,8.2,0.27,0.43,128.0,3.1,0.5,12.3,6
712,8.2,0.27,0.43,128.0,3.1,0.5,12.3,6
713,6.4,0.31,0.39,213.0,3.32,0.43,10.0,5
714,6.0,0.39,0.26,187.0,3.41,0.5,10.8,6
715,6.2,0.21,0.27,150.0,3.49,0.71,10.5,7
716,7.7,0.42,0.31,221.0,3.06,0.61,9.2,6
717,7.0,0.27,0.41,157.0,2.96,0.5,9.1,5
718,6.2,0.21,0.27,150.0,3.49,0.71,10.5,7
719,7.4,0.29,0.5,127.0,3.45,0.5,10.2,7
720,6.6,0.29,0.44,178.0,3.02,0.45,8.9,5
721,6.0,0.3,0.44,182.0,3.5,0.52,10.4,5
722,6.9,0.31,0.34,128.0,3.37,0.47,11.7,6
723,6.6,0.33,0.31,89.0,3.26,0.44,12.4,8
724,7.8,0.3,0.4,122.0,3.14,0.39,10.9,7
725,6.4,0.39,0.21,136.0,3.15,0.46,10.2,5
726,6.4,0.24,0.31,114.0,3.37,0.66,11.7,7
727,7.0,0.21,0.34,101.0,2.99,0.59,9.4,5
728,6.4,0.16,0.31,157.0,3.35,0.47,10.5,5
729,6.0,0.33,0.27,188.0,3.12,0.62,9.4,5
730,6.5,0.23,0.33,139.0,3.35,0.56,10.4,6
731,6.2,0.25,0.48,240.0,3.25,0.47,9.5,6
732,8.8,0.28,0.45,49.0,3.01,0.33,11.1,7
733,6.6,0.25,0.3,183.0,3.02,0.5,9.1,6
734,6.9,0.38,0.25,191.0,3.28,0.61,9.2,5
735,6.4,0.25,0.3,129.0,3.14,0.49,9.6,6
736,6.6,0.25,0.3,183.0,3.02,0.5,9.1,6
737,6.9,0.38,0.25,191.0,3.28,0.61,9.2,5
738,7.1,0.21,0.31,142.0,3.17,0.39,10.8,7
739,6.4,0.25,0.3,129.0,3.14,0.49,9.6,6
740,6.9,0.39,0.4,19.0,3.31,0.37,12.6,3
741,5.8,0.2,0.3,57.0,3.44,0.55,11.0,6
742,7.0,0.2,0.37,136.0,3.28,0.61,10.2,6
743,5.9,0.26,0.25,152.0,3.33,0.43,9.4,5
744,7.4,0.38,0.27,160.0,3.17,0.43,10.0,5
745,7.4,0.2,1.66,113.0,3.26,0.55,12.2,6
746,7.0,0.21,0.34,253.0,3.22,0.56,10.5,6
747,7.2,0.29,0.4,177.0,3.04,0.32,11.5,6
748,6.9,0.18,0.38,176.0,3.3,0.54,9.8,6
749,7.3,0.3,0.42,175.0,3.04,0.32,11.4,6
750,7.2,0.29,0.4,177.0,3.04,0.32,11.5,6
751,6.9,0.2,0.5,167.0,3.15,0.55,10.2,6
752,6.7,0.2,0.42,160.0,3.16,0.5,9.4,6
753,7.0,0.21,0.34,253.0,3.22,0.56,10.5,6
754,5.9,0.35,0.47,138.0,3.09,0.5,9.1,5
755,7.1,0.28,0.44,107.0,3.25,0.48,12.2,7
756,5.8,0.25,0.28,175.0,3.42,0.43,9.5,5
757,6.8,0.22,0.37,178.0,3.4,0.85,9.3,6
758,7.1,0.14,0.4,136.0,3.3,0.96,9.8,7
759,7.1,0.13,0.4,134.0,3.3,0.97,9.8,7
760,6.9,0.18,0.38,176.0,3.3,0.54,9.8,6
761,7.0,0.2,0.38,173.0,3.3,0.54,9.8,6
762,6.8,0.24,0.49,247.0,3.0,0.56,8.7,5
763,5.0,0.44,0.04,128.0,3.37,0.57,10.2,6
764,6.3,0.3,0.28,168.0,3.22,0.69,9.5,6
765,7.2,0.27,0.42,135.0,2.94,0.46,11.0,6
766,6.7,0.5,0.63,238.0,3.08,0.44,9.2,5
767,6.8,0.2,0.36,46.0,3.21,0.6,10.9,6
768,6.7,0.11,0.34,113.0,3.42,0.4,9.3,7
769,6.7,0.11,0.34,113.0,3.42,0.4,9.3,7
770,6.8,0.12,0.31,120.0,3.41,0.46,9.8,7
771,6.6,0.16,0.57,140.0,3.12,0.39,9.3,7
772,6.6,0.21,0.6,144.0,3.12,0.39,9.3,7
773,6.1,0.27,0.3,172.0,3.4,0.45,9.4,5
774,9.1,0.27,0.45,124.0,3.2,0.46,10.4,9
775,6.4,0.225,0.48,104.0,3.24,0.58,12.1,6
776,8.3,0.14,0.45,98.0,3.02,0.56,11.0,6
777,7.2,0.23,0.19,197.0,3.12,0.53,9.0,5
778,6.9,0.22,0.37,178.0,3.37,0.82,9.5,7
779,8.1,0.17,0.44,145.0,3.28,0.75,8.8,8
780,6.0,0.395,0.0,55.0,3.37,0.38,11.2,4
781,7.8,0.29,0.22,213.0,3.08,0.61,9.3,6
782,6.9,0.22,0.37,178.0,3.37,0.82,9.5,7
783,8.1,0.17,0.44,145.0,3.28,0.75,8.8,8
784,7.2,0.23,0.19,197.0,3.12,0.53,9.0,5
785,7.6,0.3,0.27,119.0,3.27,0.3,9.3,6
786,7.7,0.34,0.28,117.0,3.27,0.29,9.2,6
787,7.7,0.34,0.28,117.0,3.27,0.29,9.2,6
788,5.8,0.34,0.16,116.0,3.46,0.45,10.0,7
789,7.6,0.3,0.27,119.0,3.27,0.3,9.3,6
790,7.7,0.34,0.28,117.0,3.27,0.29,9.2,6
791,5.9,0.24,0.3,92.0,3.39,0.69,10.9,7
792,6.4,0.46,0.08,144.0,3.1,0.56,10.0,5
793,5.9,0.24,0.3,92.0,3.39,0.69,10.9,7
794,7.4,0.32,0.27,173.0,3.03,0.52,9.3,5
795,7.2,0.31,0.26,157.0,3.09,0.43,9.0,5
796,7.8,0.42,0.23,215.0,3.02,0.58,9.2,6
797,6.9,0.24,0.33,153.0,3.28,0.77,9.6,6
798,5.4,0.18,0.24,113.0,3.42,0.4,9.4,6
799,6.0,0.18,0.31,75.0,3.34,0.58,11.1,8
800,7.8,0.27,0.58,161.0,3.06,0.41,8.9,6
801,6.0,0.28,0.49,222.0,3.19,0.47,9.3,5
802,6.8,0.39,0.35,220.0,3.07,0.53,9.3,5
803,6.6,0.21,0.31,165.0,3.41,0.44,9.8,7
804,7.3,0.32,0.34,112.0,3.22,0.46,9.8,6
805,7.8,0.27,0.58,161.0,3.06,0.41,8.9,6
806,6.4,0.31,0.26,205.0,3.17,0.41,9.6,5
807,6.2,0.29,0.26,204.0,3.16,0.41,9.6,6
808,6.0,0.39,0.17,246.0,3.15,0.38,9.0,6
809,6.2,0.3,0.26,206.0,3.17,0.43,9.5,6
810,6.0,0.28,0.49,222.0,3.19,0.47,9.3,5
811,6.0,0.41,0.05,120.0,3.21,0.56,9.2,6
812,6.4,,0.28,160.0,3.42,0.5,9.1,7
813,6.5,0.26,0.32,166.0,3.38,0.46,9.5,6
814,7.9,0.35,0.24,229.0,3.03,0.59,10.5,6
815,6.2,0.3,0.17,125.0,3.01,0.46,9.0,5
816,8.4,0.18,0.42,77.0,3.16,0.52,11.7,5
817,6.6,0.56,0.22,133.0,3.2,0.51,9.1,5
818,6.2,0.3,0.17,125.0,3.01,0.46,9.0,5
819,6.6,0.56,0.22,133.0,3.2,0.51,9.1,5
820,6.6,0.36,0.29,85.0,3.41,0.61,12.4,9
821,7.3,0.655,0.2,212.0,2.96,0.58,9.2,6
822,6.8,0.18,0.21,104.0,3.3,0.43,9.4,5
823,6.7,0.19,0.23,117.0,3.34,0.43,9.6,6
824,8.4,0.18,0.42,77.0,3.16,0.52,11.7,5
825,7.0,0.21,0.37,167.0,3.26,0.56,9.8,6
826,6.8,0.25,0.38,155.0,3.33,0.59,10.2,6
827,7.4,0.24,0.36,139.0,3.28,0.48,12.5,9
828,7.1,0.16,0.36,90.0,3.16,0.44,10.9,7
829,7.1,0.16,0.36,90.0,3.16,0.42,11.0,7
830,7.3,0.205,0.31,110.0,3.72,0.69,10.5,6
831,7.4,0.17,0.4,161.0,3.05,0.62,11.5,4
832,7.3,0.3,0.34,108.0,3.36,0.53,12.8,8
833,6.9,0.25,0.34,82.0,3.18,0.44,12.2,6
834,7.3,0.205,0.31,110.0,3.72,0.69,10.5,6
835,7.5,0.42,0.34,108.0,3.14,0.45,12.8,8
836,7.3,0.25,0.36,177.0,3.25,0.4,11.9,8
837,7.3,0.25,0.36,177.0,3.25,0.4,11.9,8
838,7.3,0.25,0.36,177.0,3.25,0.4,11.9,8
839,7.5,0.34,0.35,126.0,3.16,0.39,12.0,7
840,7.6,0.33,0.35,126.0,3.16,0.39,12.0,7
841,8.7,0.23,0.32,169.0,3.12,0.47,8.8,7
842,8.7,0.23,0.32,169.0,3.12,0.47,8.8,7
843,6.9,0.19,0.35,101.0,3.21,0.54,10.8,7
844,7.3,0.21,0.29,118.0,3.3,0.5,11.0,8
845,7.3,0.21,0.29,118.0,3.3,0.5,11.0,8
846,6.6,0.22,0.37,153.0,3.02,0.4,9.3,5
847,9.2,0.34,0.27,73.0,3.08,0.39,10.8,5
848,8.7,0.23,0.32,169.0,3.12,0.47,8.8,7
849,6.0,0.2,0.24,105.0,3.31,0.47,11.5,6
850,6.9,0.19,0.35,101.0,3.21,0.54,10.8,7
851,8.2,0.38,0.49,166.0,3.1,0.54,9.4,5
852,6.9,0.18,0.36,117.0,3.27,0.95,9.5,7
853,7.7,0.34,0.58,151.0,3.06,0.49,8.6,5
854,6.9,0.18,0.36,117.0,3.27,0.95,9.5,7
855,7.4,0.2,0.35,116.0,3.49,0.77,10.3,7
856,8.2,0.38,0.49,166.0,3.1,0.54,9.4,5
857,8.2,0.4,0.48,169.0,3.1,0.52,9.4,5
858,6.7,0.22,0.39,149.0,3.17,0.54,10.0,7
859,6.6,0.3,0.3,166.0,3.18,0.47,9.4,5
860,8.1,0.27,0.35,103.0,3.22,0.63,10.4,8
861,7.3,0.25,0.42,182.0,3.29,0.75,9.1,7
862,4.8,0.34,0.0,163.0,3.36,0.61,9.9,6
863,6.2,0.28,0.33,111.0,3.24,0.5,12.1,6
864,4.8,0.33,0.0,163.0,3.35,0.61,9.9,5
865,6.1,0.27,0.33,117.0,3.12,0.3,12.5,6
866,6.9,0.18,0.36,117.0,3.27,0.95,9.5,7
867,7.8,0.18,0.46,143.0,3.24,0.76,8.5,8
868,7.3,0.28,0.42,173.0,3.28,0.82,9.0,7
869,7.3,0.24,0.29,97.0,3.19,0.7,10.1,6
870,6.0,0.45,0.65,159.0,3.04,0.48,9.4,5
